Sample,red,green,blue,Material
4239,36.394685887047096,37.21879036661019,36.340742629968176,7
4813,33.86412270599361,34.14086666555431,33.493822373176656,7
4207,32.887678613110275,33.95824889818074,32.9457333788791,8
5105,36.79659809409423,37.60819295716925,36.72629443412486,9
4907,32.71339934774322,32.78680948820007,32.26122013659921,2
2886,34.40300495341293,34.79920156166128,34.06470316726419,7
590,30.0397227548826,30.56056293714932,30.00596717490943,7
3010,36.473877435629205,37.16020056510972,36.317735027641504,9
3563,36.56931440246103,37.38508691074465,36.51018452674116,7
1011,33.39188795672741,34.43807149003368,33.43835287959436,8
4060,37.02059845211669,37.8078154102801,36.93557720136338,9
1401,35.98670541742658,36.78053908956545,35.87776957981056,7
1136,36.93665533285172,37.73811188736336,36.86602654720943,9
4019,31.64107006988073,32.49243947286954,31.322684041920837,8
1092,36.18767629745597,37.02455331913267,36.13702244854248,7
3690,29.59930353433193,30.28883940483989,29.58974386182073,2
5196,35.697080083159165,36.58111660796053,35.66936988936377,2
3621,33.143100989529685,34.17442591531255,33.20068658510483,8
6,33.95869505022545,34.36968259778176,33.71271443919102,9
786,32.784933295031365,32.71991789964384,32.258844550897265,2
3158,35.57369875176943,36.32302838755667,35.487362775991215,9
3846,35.19356171841755,36.10212492854602,35.18770303331267,2
4110,36.01384784531291,36.80249437125928,35.89894081326524,7
3581,32.69409454146655,33.74757181501242,32.72154656185552,8
2929,35.80076339437078,36.55022792130934,35.606828999061385,2
1989,33.92576108509956,34.25797410759033,33.60311541914536,7
4941,35.380671811552936,36.08082646422696,35.14940649221312,2
5091,35.25611572252947,35.98372060251901,35.16357220140739,9
3640,35.6116576835134,36.4631516649432,35.567958086085575,2
1326,29.105083474531508,29.744347906075497,29.07912881956762,2
4191,27.228021934979147,27.85394748926189,27.17883458005244,8
3890,35.59191001672072,36.26650867651608,35.36710840613608,2
4135,36.0479654352785,36.77836563632194,35.89265648538455,7
4408,35.60810175775055,36.46267301626516,35.567637835013635,2
4295,36.33055811926952,37.16388062766677,36.27887029052652,7
3196,35.59164486309686,36.44439758716283,35.56118692500986,7
3653,36.13388320202335,36.98265037852268,36.09215287795097,2
658,23.188549501500898,22.944618208222515,22.60485203867176,8
220,19.889609104459304,20.10581598944104,19.689310482487127,5
2021,33.96481081818332,34.25462700689592,33.59566226177712,7
1885,30.697307160908224,31.90610673155273,30.8500838196456,8
952,37.09973430826759,37.887599969646,37.02201473313764,9
2402,36.040780157415135,36.89820766651556,36.00421780155378,2
2995,32.118179424973384,33.05196459360333,31.9319610873629,8
2466,34.48284745452981,35.17989205526663,34.38738706439129,9
4345,35.847123996475695,36.60114035555182,35.767856603469674,9
597,34.377299865980625,34.827359965923094,34.14641405337865,9
3157,35.569916259666655,36.31884751976418,35.48421068538091,9
4155,34.407818588872445,34.79109767286995,34.04954361849388,7
5334,31.79478173354705,32.77149103165578,31.803703063194234,8
4705,29.301562138572017,30.63592764913509,29.489584694919845,8
